                    *********************************************************************************
                    *  Z= 82 A=205: Positive-Parity Spin-dependent Level Density [MeV-1] for PB205  *
  16.00  0.927  3.58E+10 3.08E+10 6.43E+11 4.31E+08 8.44E+08 1.22E+09 1.56E+09 1.83E+09 2.04E+09 2.17E+09 2.24E+09 2.24E+09 2.18E+09 2.07E+09 1.92E+09 1.75E+09 1.55E+09 1.35E+09 1.15E+09 9.59E+08 7.84E+08 6.27E+08 4.91E+08 3.77E+08 2.84E+08 2.10E+08 1.53E+08 1.09E+08 7.68E+07 5.33E+07 3.74E+07 6.64E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.955  8.72E+10 7.20E+10 1.52E+12 9.82E+08 1.93E+09 2.80E+09 3.56E+09 4.19E+09 4.68E+09 5.01E+09 5.18E+09 5.20E+09 5.08E+09 4.85E+09 4.53E+09 4.13E+09 3.69E+09 3.23E+09 2.76E+09 2.31E+09 1.89E+09 1.51E+09 1.18E+09 9.07E+08 6.82E+08 5.03E+08 3.66E+08 2.62E+08 1.86E+08 1.30E+08 9.29E+07 1.75E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.983  2.07E+11 1.68E+11 3.58E+12 2.24E+09 4.39E+09 6.39E+09 8.14E+09 9.60E+09 1.07E+10 1.15E+10 1.20E+10 1.21E+10 1.19E+10 1.14E+10 1.07E+10 9.78E+09 8.78E+09 7.71E+09 6.62E+09 5.55E+09 4.55E+09 3.64E+09 2.85E+09 2.18E+09 1.64E+09 1.21E+09 8.79E+08 6.31E+08 4.49E+08 3.19E+08 2.31E+08 4.61E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.010  4.89E+11 3.94E+11 8.47E+12 5.10E+09 1.00E+10 1.46E+10 1.86E+10 2.20E+10 2.47E+10 2.65E+10 2.76E+10 2.80E+10 2.76E+10 2.66E+10 2.51E+10 2.32E+10 2.09E+10 1.84E+10 1.59E+10 1.34E+10 1.10E+10 8.78E+09 6.86E+09 5.24E+09 3.93E+09 2.89E+09 2.11E+09 1.52E+09 1.09E+09 7.79E+08 5.74E+08 1.21E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.036  1.15E+12 9.23E+11 2.00E+13 1.16E+10 2.28E+10 3.33E+10 4.26E+10 5.04E+10 5.66E+10 6.11E+10 6.39E+10 6.49E+10 6.44E+10 6.24E+10 5.92E+10 5.49E+10 4.97E+10 4.41E+10 3.81E+10 3.21E+10 2.64E+10 2.12E+10 1.65E+10 1.26E+10 9.42E+09 6.92E+09 5.06E+09 3.65E+09 2.63E+09 1.90E+09 1.43E+09 3.20E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.099  1.20E+13 7.76E+12 1.72E+14 9.13E+10 1.80E+11 2.62E+11 3.37E+11 4.00E+11 4.52E+11 4.92E+11 5.19E+11 5.33E+11 5.34E+11 5.24E+11 5.04E+11 4.73E+11 4.34E+11 3.89E+11 3.40E+11 2.89E+11 2.38E+11 1.91E+11 1.49E+11 1.13E+11 8.41E+10 6.16E+10 4.51E+10 3.27E+10 2.39E+10 1.78E+10 1.39E+10 3.61E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.158  1.03E+14 6.54E+13 1.49E+15 7.16E+11 1.41E+12 2.07E+12 2.66E+12 3.18E+12 3.61E+12 3.96E+12 4.21E+12 4.37E+12 4.43E+12 4.40E+12 4.29E+12 4.08E+12 3.80E+12 3.44E+12 3.03E+12 2.59E+12 2.14E+12 1.72E+12 1.34E+12 1.01E+12 7.50E+11 5.47E+11 4.02E+11 2.93E+11 2.18E+11 1.66E+11 1.35E+11 4.06E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.269  1.20E+16 4.68E+15 1.12E+17 4.41E+13 8.71E+13 1.28E+14 1.66E+14 2.00E+14 2.30E+14 2.56E+14 2.77E+14 2.94E+14 3.05E+14 3.11E+14 3.11E+14 3.04E+14 2.90E+14 2.69E+14 2.41E+14 2.09E+14 1.74E+14 1.40E+14 1.08E+14 8.14E+13 5.97E+13 4.33E+13 3.19E+13 2.36E+13 1.80E+13 1.45E+13 1.28E+13 5.16E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.465  1.21E+20 2.42E+19 6.17E+20 1.67E+17 3.32E+17 4.94E+17 6.50E+17 7.96E+17 9.37E+17 1.07E+18 1.20E+18 1.33E+18 1.45E+18 1.55E+18 1.63E+18 1.68E+18 1.69E+18 1.64E+18 1.52E+18 1.36E+18 1.15E+18 9.25E+17 7.11E+17 5.25E+17 3.78E+17 2.70E+17 2.01E+17 1.52E+17 1.24E+17 1.10E+17 1.16E+17 1.54E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.638  4.83E+20 4.83E+19 1.23E+21 3.34E+17 6.64E+17 9.89E+17 1.30E+18 1.59E+18 1.87E+18 2.15E+18 2.41E+18 2.66E+18 2.89E+18 3.10E+18 3.26E+18 3.37E+18 3.37E+18 3.27E+18 3.05E+18 2.71E+18 2.30E+18 1.85E+18 1.42E+18 1.05E+18 7.57E+17 5.41E+17 4.02E+17 3.05E+17 2.47E+17 2.21E+17 2.31E+17 4.59E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.794  1.21E+21 9.66E+19 2.47E+21 6.69E+17 1.33E+18 1.98E+18 2.60E+18 3.18E+18 3.75E+18 4.29E+18 4.81E+18 5.31E+18 5.78E+18 6.19E+18 6.53E+18 6.73E+18 6.75E+18 6.54E+18 6.10E+18 5.43E+18 4.59E+18 3.70E+18 2.84E+18 2.10E+18 1.51E+18 1.08E+18 8.05E+17 6.09E+17 4.95E+17 4.42E+17 4.62E+17 1.37E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.938  2.66E+21 1.93E+20 4.93E+21 1.34E+18 2.65E+18 3.95E+18 5.20E+18 6.36E+18 7.49E+18 8.58E+18 9.62E+18 1.06E+19 1.16E+19 1.24E+19 1.31E+19 1.35E+19 1.35E+19 1.31E+19 1.22E+19 1.08E+19 9.19E+18 7.40E+18 5.69E+18 4.20E+18 3.03E+18 2.16E+18 1.61E+18 1.22E+18 9.90E+17 8.83E+17 9.25E+17 4.09E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.072  5.55E+21 3.86E+20 9.86E+21 2.67E+18 5.31E+18 7.91E+18 1.04E+19 1.27E+19 1.50E+19 1.72E+19 1.92E+19 2.12E+19 2.31E+19 2.48E+19 2.61E+19 2.69E+19 2.70E+19 2.62E+19 2.44E+19 2.17E+19 1.84E+19 1.48E+19 1.14E+19 8.40E+18 6.05E+18 4.33E+18 3.22E+18 2.44E+18 1.98E+18 1.77E+18 1.85E+18 1.22E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.198  1.13E+22 7.73E+20 1.97E+22 5.35E+18 1.06E+19 1.58E+19 2.08E+19 2.54E+19 3.00E+19 3.43E+19 3.85E+19 4.25E+19 4.62E+19 4.95E+19 5.22E+19 5.38E+19 5.40E+19 5.23E+19 4.88E+19 4.34E+19 3.67E+19 2.96E+19 2.27E+19 1.68E+19 1.21E+19 8.65E+18 6.44E+18 4.87E+18 3.96E+18 3.53E+18 3.70E+18 3.64E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.316  2.29E+22 1.55E+21 3.94E+22 1.07E+19 2.12E+19 3.16E+19 4.16E+19 5.09E+19 5.99E+19 6.86E+19 7.70E+19 8.50E+19 9.24E+19 9.91E+19 1.04E+20 1.08E+20 1.08E+20 1.05E+20 9.75E+19 8.68E+19 7.35E+19 5.92E+19 4.55E+19 3.36E+19 2.42E+19 1.73E+19 1.29E+19 9.75E+18 7.92E+18 7.07E+18 7.39E+18 1.09E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.429  4.61E+22 3.09E+21 7.89E+22 2.14E+19 4.24E+19 6.32E+19 8.31E+19 1.02E+20 1.20E+20 1.37E+20 1.54E+20 1.70E+20 1.85E+20 1.98E+20 2.09E+20 2.15E+20 2.16E+20 2.09E+20 1.95E+20 1.74E+20 1.47E+20 1.18E+20 9.10E+19 6.72E+19 4.84E+19 3.46E+19 2.57E+19 1.95E+19 1.58E+19 1.41E+19 1.48E+19 3.25E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.538  9.25E+22 6.18E+21 1.58E+23 4.28E+19 8.49E+19 1.26E+20 1.66E+20 2.04E+20 2.40E+20 2.74E+20 3.08E+20 3.40E+20 3.70E+20 3.96E+20 4.18E+20 4.30E+20 4.32E+20 4.19E+20 3.90E+20 3.47E+20 2.94E+20 2.37E+20 1.82E+20 1.34E+20 9.68E+19 6.92E+19 5.15E+19 3.90E+19 3.17E+19 2.83E+19 2.96E+19 9.69E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.641  1.85E+23 1.24E+22 3.16E+23 8.55E+19 1.70E+20 2.53E+20 3.32E+20 4.07E+20 4.79E+20 5.49E+20 6.16E+20 6.79E+20 7.39E+20 7.92E+20 8.35E+20 8.61E+20 8.63E+20 8.37E+20 7.80E+20 6.94E+20 5.88E+20 4.73E+20 3.64E+20 2.69E+20 1.94E+20 1.38E+20 1.03E+20 7.80E+19 6.33E+19 5.65E+19 5.91E+19 2.89E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.741  3.71E+23 2.47E+22 6.31E+23 1.71E+20 3.39E+20 5.06E+20 6.64E+20 8.14E+20 9.58E+20 1.10E+21 1.23E+21 1.36E+21 1.48E+21 1.58E+21 1.67E+21 1.72E+21 1.73E+21 1.67E+21 1.56E+21 1.39E+21 1.18E+21 9.46E+20 7.27E+20 5.37E+20 3.87E+20 2.77E+20 2.06E+20 1.56E+20 1.27E+20 1.13E+20 1.18E+20 8.63E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.837  7.41E+23 4.94E+22 1.26E+24 3.42E+20 6.79E+20 1.01E+21 1.33E+21 1.63E+21 1.92E+21 2.19E+21 2.46E+21 2.72E+21 2.96E+21 3.17E+21 3.34E+21 3.44E+21 3.45E+21 3.35E+21 3.12E+21 2.78E+21 2.35E+21 1.89E+21 1.45E+21 1.07E+21 7.74E+20 5.53E+20 4.12E+20 3.12E+20 2.53E+20 2.26E+20 2.37E+20 2.57E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.930  1.48E+24 9.89E+22 2.53E+24 6.84E+20 1.36E+21 2.02E+21 2.66E+21 3.25E+21 3.83E+21 4.39E+21 4.92E+21 5.43E+21 5.91E+21 6.34E+21 6.68E+21 6.89E+21 6.90E+21 6.70E+21 6.24E+21 5.55E+21 4.70E+21 3.78E+21 2.91E+21 2.15E+21 1.55E+21 1.11E+21 8.23E+20 6.24E+20 5.06E+20 4.52E+20 4.73E+20 7.68E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.020  2.97E+24 1.98E+23 5.06E+24 1.37E+21 2.71E+21 4.04E+21 5.31E+21 6.51E+21 7.66E+21 8.78E+21 9.84E+21 1.09E+22 1.18E+22 1.27E+22 1.34E+22 1.38E+22 1.38E+22 1.34E+22 1.25E+22 1.11E+22 9.40E+21 7.57E+21 5.82E+21 4.30E+21 3.10E+21 2.21E+21 1.65E+21 1.25E+21 1.01E+21 9.04E+20 9.46E+20 2.29E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.108  5.94E+24 3.96E+23 1.01E+25 2.73E+21 5.43E+21 8.09E+21 1.06E+22 1.30E+22 1.53E+22 1.76E+22 1.97E+22 2.17E+22 2.36E+22 2.53E+22 2.67E+22 2.75E+22 2.76E+22 2.68E+22 2.49E+22 2.22E+22 1.88E+22 1.51E+22 1.16E+22 8.60E+21 6.19E+21 4.43E+21 3.29E+21 2.49E+21 2.03E+21 1.81E+21 1.89E+21 6.84E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.193  1.19E+25 7.92E+23 2.03E+25 5.47E+21 1.09E+22 1.62E+22 2.12E+22 2.60E+22 3.07E+22 3.51E+22 3.94E+22 4.35E+22 4.73E+22 5.07E+22 5.34E+22 5.51E+22 5.52E+22 5.36E+22 4.99E+22 4.44E+22 3.76E+22 3.03E+22 2.33E+22 1.72E+22 1.24E+22 8.85E+21 6.58E+21 4.99E+21 4.05E+21 3.62E+21 3.78E+21 2.04E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.276  2.38E+25 1.59E+24 4.07E+25 1.09E+22 2.17E+22 3.23E+22 4.25E+22 5.20E+22 6.13E+22 7.02E+22 7.87E+22 8.69E+22 9.46E+22 1.01E+23 1.07E+23 1.10E+23 1.10E+23 1.07E+23 9.98E+22 8.88E+22 7.52E+22 6.05E+22 4.65E+22 3.44E+22 2.48E+22 1.77E+22 1.32E+22 9.97E+21 8.10E+21 7.23E+21 7.57E+21 6.09E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 82 A=205: Negative-parity Spin-dependent Level Density [MeV-1] for PB205  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.116  1.00E+00 5.00E+00 2.00E+01 1.67E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.164  2.00E+00 3.33E+00 1.67E+01 0.00E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.201  3.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.232  3.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.259  3.00E+00 3.33E+00 1.00E+01 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.284  5.00E+00 1.13E+01 4.51E+01 3.33E+00 4.60E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.306  1.00E+01 3.13E+01 1.32E+02 1.00E+01 1.29E+01 5.00E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.328  2.10E+01 5.79E+01 2.62E+02 1.83E+01 1.79E+01 1.33E+01 5.00E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.347  4.30E+01 1.14E+02 5.77E+02 3.17E+01 3.17E+01 2.73E+01 1.17E+01 6.67E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.366  7.10E+01 1.12E+02 6.05E+02 2.71E+01 2.75E+01 2.90E+01 1.50E+01 8.33E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
