                    *********************************************************************************
                    *  Z= 81 A=204: Positive-Parity Spin-dependent Level Density [MeV-1] for TL204  *
   6.00  0.566  2.68E+03 4.64E+03 6.21E+04 8.33E+01 2.08E+02 3.35E+02 4.10E+02 4.72E+02 4.80E+02 4.93E+02 4.93E+02 4.80E+02 4.25E+02 3.38E+02 2.20E+02 1.23E+02 6.17E+01 1.17E+01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.589  5.08E+03 4.96E+03 7.37E+04 7.33E+01 1.47E+02 2.65E+02 3.68E+02 4.45E+02 5.10E+02 5.48E+02 5.50E+02 5.20E+02 4.57E+02 3.58E+02 2.50E+02 1.65E+02 1.05E+02 6.83E+01 4.83E+01 3.00E+01 2.50E+01 1.50E+01 1.00E+01 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.611  8.67E+03 9.40E+03 1.42E+05 1.55E+02 3.55E+02 5.42E+02 6.92E+02 8.10E+02 8.92E+02 9.47E+02 9.53E+02 9.30E+02 8.17E+02 6.82E+02 5.03E+02 3.60E+02 2.48E+02 1.78E+02 1.17E+02 7.83E+01 5.67E+01 3.83E+01 2.67E+01 1.50E+01 6.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.633  1.37E+04 1.06E+04 1.58E+05 1.73E+02 4.15E+02 6.12E+02 7.78E+02 9.02E+02 1.03E+03 1.10E+03 1.12E+03 1.08E+03 9.37E+02 7.52E+02 5.42E+02 3.92E+02 2.47E+02 1.82E+02 1.23E+02 7.17E+01 5.67E+01 3.67E+01 2.50E+01 1.33E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.654  2.04E+04 1.63E+04 2.29E+05 2.95E+02 7.57E+02 1.13E+03 1.36E+03 1.52E+03 1.64E+03 1.73E+03 1.73E+03 1.59E+03 1.36E+03 1.07E+03 7.80E+02 5.22E+02 3.30E+02 2.20E+02 1.37E+02 8.00E+01 4.17E+01 2.00E+01 1.33E+01 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.674  3.35E+04 3.61E+04 5.31E+05 5.93E+02 1.60E+03 2.36E+03 2.89E+03 3.22E+03 3.45E+03 3.61E+03 3.62E+03 3.38E+03 2.96E+03 2.44E+03 1.88E+03 1.37E+03 9.67E+02 6.63E+02 4.48E+02 2.95E+02 1.87E+02 9.67E+01 5.33E+01 2.67E+01 1.17E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.693  6.11E+04 7.41E+04 1.09E+06 1.10E+03 3.08E+03 4.69E+03 5.86E+03 6.72E+03 7.32E+03 7.64E+03 7.55E+03 7.03E+03 6.16E+03 5.04E+03 3.87E+03 2.83E+03 1.95E+03 1.31E+03 8.58E+02 5.57E+02 3.18E+02 1.63E+02 6.33E+01 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.712  1.26E+05 1.84E+05 2.82E+06 2.51E+03 7.15E+03 1.09E+04 1.38E+04 1.58E+04 1.71E+04 1.78E+04 1.77E+04 1.69E+04 1.52E+04 1.30E+04 1.05E+04 8.01E+03 5.86E+03 4.15E+03 2.88E+03 1.96E+03 1.26E+03 7.35E+02 3.73E+02 1.43E+02 3.17E+01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.731  2.64E+05 3.70E+05 5.86E+06 4.53E+03 1.31E+04 2.05E+04 2.63E+04 3.07E+04 3.38E+04 3.53E+04 3.52E+04 3.34E+04 3.04E+04 2.64E+04 2.19E+04 1.74E+04 1.32E+04 9.72E+03 6.96E+03 4.80E+03 3.15E+03 1.88E+03 1.00E+03 4.48E+02 1.37E+02 2.33E+01 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.766  1.14E+06 1.39E+06 2.38E+07 1.44E+04 4.21E+04 6.69E+04 8.77E+04 1.04E+05 1.15E+05 1.22E+05 1.23E+05 1.19E+05 1.12E+05 1.01E+05 8.80E+04 7.43E+04 6.06E+04 4.79E+04 3.67E+04 2.72E+04 1.92E+04 1.28E+04 7.94E+03 4.52E+03 2.38E+03 1.17E+03 5.62E+02 2.87E+02 1.42E+02 8.33E+01 4.17E+01 1.83E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.800  3.60E+06 3.52E+06 6.19E+07 3.44E+04 1.01E+05 1.62E+05 2.14E+05 2.55E+05 2.84E+05 3.00E+05 3.03E+05 2.95E+05 2.78E+05 2.54E+05 2.24E+05 1.93E+05 1.60E+05 1.30E+05 1.01E+05 7.67E+04 5.56E+04 3.84E+04 2.52E+04 1.57E+04 9.37E+03 5.42E+03 3.09E+03 1.75E+03 1.00E+03 5.82E+02 3.13E+02 1.52E+02 7.33E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.833  1.01E+07 9.39E+06 1.66E+08 9.06E+04 2.67E+05 4.29E+05 5.68E+05 6.78E+05 7.55E+05 7.98E+05 8.08E+05 7.88E+05 7.43E+05 6.77E+05 5.98E+05 5.13E+05 4.27E+05 3.46E+05 2.71E+05 2.05E+05 1.49E+05 1.04E+05 6.95E+04 4.46E+04 2.76E+04 1.66E+04 9.71E+03 5.50E+03 3.02E+03 1.61E+03 7.90E+02 3.55E+02 1.53E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.865  3.16E+07 3.37E+07 6.08E+08 3.07E+05 9.05E+05 1.46E+06 1.94E+06 2.32E+06 2.60E+06 2.77E+06 2.83E+06 2.78E+06 2.65E+06 2.44E+06 2.18E+06 1.90E+06 1.60E+06 1.31E+06 1.05E+06 8.05E+05 5.98E+05 4.27E+05 2.93E+05 1.93E+05 1.22E+05 7.51E+04 4.45E+04 2.54E+04 1.39E+04 7.06E+03 3.28E+03 1.31E+03 5.08E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.895  8.73E+07 7.77E+07 1.46E+09 6.59E+05 1.95E+06 3.14E+06 4.19E+06 5.05E+06 5.70E+06 6.11E+06 6.29E+06 6.25E+06 6.01E+06 5.61E+06 5.10E+06 4.50E+06 3.87E+06 3.25E+06 2.64E+06 2.09E+06 1.61E+06 1.19E+06 8.56E+05 5.94E+05 3.99E+05 2.59E+05 1.62E+05 9.77E+04 5.62E+04 3.05E+04 1.53E+04 6.87E+03 3.69E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.924  2.16E+08 1.81E+08 3.53E+09 1.42E+06 4.19E+06 6.77E+06 9.07E+06 1.10E+07 1.25E+07 1.35E+07 1.40E+07 1.40E+07 1.37E+07 1.29E+07 1.19E+07 1.07E+07 9.37E+06 8.01E+06 6.68E+06 5.44E+06 4.31E+06 3.33E+06 2.51E+06 1.83E+06 1.30E+06 8.92E+05 5.90E+05 3.75E+05 2.28E+05 1.32E+05 7.10E+04 3.61E+04 6.88E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.953  5.19E+08 4.24E+08 8.67E+09 3.04E+06 9.00E+06 1.46E+07 1.96E+07 2.39E+07 2.73E+07 2.97E+07 3.11E+07 3.15E+07 3.10E+07 2.97E+07 2.78E+07 2.54E+07 2.27E+07 1.98E+07 1.69E+07 1.41E+07 1.16E+07 9.30E+06 7.33E+06 5.65E+06 4.23E+06 3.07E+06 2.15E+06 1.44E+06 9.25E+05 5.68E+05 3.31E+05 1.89E+05 1.28E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.980  1.23E+09 1.01E+09 2.17E+10 6.53E+06 1.94E+07 3.15E+07 4.25E+07 5.19E+07 5.97E+07 6.54E+07 6.91E+07 7.07E+07 7.04E+07 6.84E+07 6.49E+07 6.03E+07 5.48E+07 4.89E+07 4.27E+07 3.67E+07 3.11E+07 2.60E+07 2.15E+07 1.74E+07 1.38E+07 1.06E+07 7.82E+06 5.53E+06 3.75E+06 2.45E+06 1.54E+06 9.93E+05 2.39E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.007  2.95E+09 2.43E+09 5.57E+10 1.40E+07 4.16E+07 6.78E+07 9.18E+07 1.13E+08 1.31E+08 1.44E+08 1.54E+08 1.59E+08 1.60E+08 1.57E+08 1.51E+08 1.43E+08 1.33E+08 1.21E+08 1.08E+08 9.54E+07 8.35E+07 7.26E+07 6.28E+07 5.37E+07 4.49E+07 3.65E+07 2.85E+07 2.13E+07 1.52E+07 1.06E+07 7.16E+06 5.22E+06 4.44E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.033  7.15E+09 5.97E+09 1.47E+11 3.01E+07 8.95E+07 1.46E+08 1.99E+08 2.46E+08 2.86E+08 3.18E+08 3.42E+08 3.57E+08 3.63E+08 3.62E+08 3.54E+08 3.40E+08 3.21E+08 2.98E+08 2.73E+08 2.48E+08 2.24E+08 2.03E+08 1.84E+08 1.66E+08 1.46E+08 1.26E+08 1.04E+08 8.16E+07 6.17E+07 4.58E+07 3.33E+07 2.74E+07 8.28E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.096  9.67E+10 6.57E+10 2.04E+12 2.04E+08 6.07E+08 9.98E+08 1.37E+09 1.71E+09 2.02E+09 2.29E+09 2.52E+09 2.69E+09 2.82E+09 2.90E+09 2.95E+09 2.95E+09 2.92E+09 2.85E+09 2.78E+09 2.70E+09 2.65E+09 2.64E+09 2.69E+09 2.76E+09 2.81E+09 2.77E+09 2.62E+09 2.36E+09 2.04E+09 1.77E+09 1.56E+09 1.73E+09 3.92E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.155  1.47E+12 1.03E+12 4.13E+13 1.38E+09 4.12E+09 6.81E+09 9.42E+09 1.19E+10 1.43E+10 1.65E+10 1.86E+10 2.03E+10 2.19E+10 2.33E+10 2.46E+10 2.56E+10 2.65E+10 2.73E+10 2.82E+10 2.94E+10 3.13E+10 3.45E+10 3.94E+10 4.62E+10 5.38E+10 6.11E+10 6.63E+10 6.82E+10 6.77E+10 6.87E+10 7.28E+10 1.09E+11 1.85E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.266  2.44E+15 9.75E+14 5.15E+16 6.28E+10 1.89E+11 3.17E+11 4.46E+11 5.80E+11 7.18E+11 8.61E+11 1.01E+12 1.16E+12 1.32E+12 1.50E+12 1.70E+12 1.93E+12 2.20E+12 2.51E+12 2.91E+12 3.49E+12 4.38E+12 5.86E+12 8.46E+12 1.29E+13 1.97E+13 2.97E+13 4.24E+13 5.71E+13 7.44E+13 1.03E+14 1.59E+14 4.35E+14 4.15E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.461  4.26E+17 8.38E+16 2.04E+18 1.31E+14 4.01E+14 6.86E+14 1.00E+15 1.37E+15 1.81E+15 2.33E+15 2.98E+15 3.78E+15 4.82E+15 6.23E+15 8.21E+15 1.10E+16 1.50E+16 2.12E+16 8.68E+12 1.04E+13 1.31E+13 1.75E+13 2.53E+13 3.85E+13 5.91E+13 8.90E+13 1.27E+14 1.71E+14 2.23E+14 3.09E+14 4.77E+14 1.30E+15 2.09E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.634  1.70E+18 1.70E+17 4.24E+18 2.62E+14 8.01E+14 1.37E+15 2.01E+15 2.74E+15 3.61E+15 4.67E+15 5.95E+15 7.55E+15 9.64E+15 1.25E+16 1.64E+16 2.20E+16 3.01E+16 4.23E+16 2.59E+13 3.10E+13 3.90E+13 5.23E+13 7.56E+13 1.15E+14 1.77E+14 2.67E+14 3.81E+14 5.13E+14 6.69E+14 9.28E+14 1.43E+15 3.91E+15 4.17E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.790  4.30E+18 3.50E+17 8.93E+18 5.24E+14 1.60E+15 2.74E+15 4.01E+15 5.48E+15 7.22E+15 9.33E+15 1.19E+16 1.51E+16 1.93E+16 2.49E+16 3.28E+16 4.40E+16 6.01E+16 8.46E+16 7.71E+13 9.25E+13 1.16E+14 1.56E+14 2.26E+14 3.45E+14 5.30E+14 7.99E+14 1.14E+15 1.54E+15 2.00E+15 2.78E+15 4.29E+15 1.17E+16 8.33E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.933  9.67E+18 7.25E+17 1.92E+19 1.05E+15 3.20E+15 5.49E+15 8.02E+15 1.10E+16 1.44E+16 1.87E+16 2.38E+16 3.02E+16 3.85E+16 4.99E+16 6.56E+16 8.79E+16 1.20E+17 1.69E+17 2.30E+14 2.76E+14 3.48E+14 4.67E+14 6.76E+14 1.03E+15 1.59E+15 2.39E+15 3.42E+15 4.61E+15 6.01E+15 8.34E+15 1.29E+16 3.52E+16 1.66E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.067  2.09E+19 1.53E+18 4.26E+19 2.10E+15 6.41E+15 1.10E+16 1.60E+16 2.19E+16 2.89E+16 3.73E+16 4.76E+16 6.04E+16 7.71E+16 9.97E+16 1.31E+17 1.76E+17 2.40E+17 3.38E+17 6.85E+14 8.23E+14 1.04E+15 1.40E+15 2.02E+15 3.09E+15 4.75E+15 7.17E+15 1.02E+16 1.38E+16 1.80E+16 2.50E+16 3.86E+16 1.06E+17 3.32E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.192  4.50E+19 3.29E+18 9.76E+19 4.19E+15 1.28E+16 2.19E+16 3.21E+16 4.38E+16 5.78E+16 7.46E+16 9.52E+16 1.21E+17 1.54E+17 1.99E+17 2.63E+17 3.52E+17 4.81E+17 6.77E+17 2.04E+15 2.46E+15 3.10E+15 4.17E+15 6.05E+15 9.24E+15 1.42E+16 2.15E+16 3.07E+16 4.14E+16 5.40E+16 7.50E+16 1.16E+17 3.17E+17 6.64E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.311  9.77E+19 7.26E+18 2.32E+20 8.38E+15 2.56E+16 4.39E+16 6.41E+16 8.76E+16 1.15E+17 1.49E+17 1.90E+17 2.42E+17 3.08E+17 3.99E+17 5.25E+17 7.03E+17 9.62E+17 1.35E+18 6.09E+15 7.33E+15 9.25E+15 1.25E+16 1.81E+16 2.77E+16 4.26E+16 6.44E+16 9.20E+16 1.24E+17 1.62E+17 2.25E+17 3.47E+17 9.50E+17 1.33E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.424  2.17E+20 1.66E+19 5.76E+20 1.68E+16 5.12E+16 8.77E+16 1.28E+17 1.75E+17 2.31E+17 2.98E+17 3.81E+17 4.83E+17 6.16E+17 7.97E+17 1.05E+18 1.41E+18 1.92E+18 2.71E+18 1.81E+16 2.19E+16 2.76E+16 3.73E+16 5.41E+16 8.28E+16 1.28E+17 1.93E+17 2.76E+17 3.72E+17 4.86E+17 6.75E+17 1.04E+18 2.85E+18 2.65E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.531  4.98E+20 3.95E+19 1.49E+21 3.35E+16 1.02E+17 1.75E+17 2.56E+17 3.50E+17 4.62E+17 5.96E+17 7.61E+17 9.66E+17 1.23E+18 1.59E+18 2.10E+18 2.81E+18 3.85E+18 5.41E+18 5.41E+16 6.52E+16 8.25E+16 1.11E+17 1.62E+17 2.48E+17 3.82E+17 5.78E+17 8.27E+17 1.11E+18 1.46E+18 2.02E+18 3.12E+18 8.55E+18 5.30E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.635  1.18E+21 9.77E+19 3.98E+21 6.70E+16 2.05E+17 3.51E+17 5.12E+17 7.00E+17 9.23E+17 1.19E+18 1.52E+18 1.93E+18 2.46E+18 3.19E+18 4.20E+18 5.63E+18 7.69E+18 1.08E+19 1.61E+17 1.95E+17 2.46E+17 3.33E+17 4.84E+17 7.41E+17 1.14E+18 1.73E+18 2.48E+18 3.34E+18 4.37E+18 6.07E+18 9.36E+18 2.56E+19 1.06E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.734  2.93E+21 2.52E+20 1.10E+22 1.34E+17 4.09E+17 7.01E+17 1.02E+18 1.40E+18 1.85E+18 2.38E+18 3.04E+18 3.86E+18 4.93E+18 6.38E+18 8.40E+18 1.13E+19 1.54E+19 2.17E+19 4.81E+17 5.80E+17 7.35E+17 9.94E+17 1.45E+18 2.22E+18 3.43E+18 5.19E+18 7.42E+18 1.00E+19 1.31E+19 1.82E+19 2.81E+19 7.69E+19 2.11E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.830  7.55E+21 6.72E+20 3.09E+22 2.68E+17 8.19E+17 1.40E+18 2.05E+18 2.80E+18 3.69E+18 4.77E+18 6.09E+18 7.72E+18 9.86E+18 1.28E+19 1.68E+19 2.25E+19 3.08E+19 4.33E+19 1.43E+18 1.73E+18 2.20E+18 2.97E+18 4.33E+18 6.64E+18 1.03E+19 1.55E+19 2.22E+19 3.00E+19 3.92E+19 5.45E+19 8.41E+19 2.31E+20 4.23E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.923  2.01E+22 1.85E+21 8.89E+22 5.36E+17 1.64E+18 2.80E+18 4.10E+18 5.60E+18 7.38E+18 9.54E+18 1.22E+19 1.54E+19 1.97E+19 2.55E+19 3.36E+19 4.50E+19 6.15E+19 8.66E+19 4.27E+18 5.16E+18 6.56E+18 8.88E+18 1.29E+19 1.99E+19 3.07E+19 4.65E+19 6.67E+19 9.00E+19 1.18E+20 1.64E+20 2.52E+20 6.92E+20 8.44E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.013  5.54E+22 5.21E+21 2.59E+23 1.07E+18 3.27E+18 5.60E+18 8.19E+18 1.12E+19 1.48E+19 1.91E+19 2.43E+19 3.09E+19 3.94E+19 5.10E+19 6.72E+19 9.00E+19 1.23E+20 1.73E+20 1.27E+19 1.54E+19 1.96E+19 2.65E+19 3.87E+19 5.95E+19 9.20E+19 1.39E+20 2.00E+20 2.70E+20 3.53E+20 4.90E+20 7.57E+20 2.08E+21 1.69E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
