                    *********************************************************************************
                    *  Z= 62 A=145: Positive-Parity Spin-dependent Level Density [MeV-1] for SM145  *
  16.00  1.102  6.00E+09 5.36E+09 1.36E+11 4.67E+07 9.38E+07 1.40E+08 1.85E+08 2.26E+08 2.60E+08 2.85E+08 3.02E+08 3.12E+08 3.16E+08 3.16E+08 3.12E+08 3.04E+08 2.91E+08 2.73E+08 2.51E+08 2.26E+08 2.02E+08 1.78E+08 1.56E+08 1.35E+08 1.15E+08 9.65E+07 7.94E+07 6.41E+07 5.13E+07 4.25E+07 3.06E+07 6.72E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.136  1.53E+10 1.33E+10 3.47E+11 1.08E+08 2.19E+08 3.28E+08 4.33E+08 5.31E+08 6.15E+08 6.77E+08 7.19E+08 7.42E+08 7.55E+08 7.58E+08 7.56E+08 7.44E+08 7.19E+08 6.80E+08 6.28E+08 5.70E+08 5.12E+08 4.57E+08 4.07E+08 3.58E+08 3.12E+08 2.67E+08 2.23E+08 1.83E+08 1.48E+08 1.25E+08 9.15E+07 2.07E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.169  3.85E+10 3.30E+10 8.90E+11 2.49E+08 5.09E+08 7.65E+08 1.01E+09 1.25E+09 1.46E+09 1.61E+09 1.71E+09 1.77E+09 1.80E+09 1.82E+09 1.83E+09 1.82E+09 1.78E+09 1.69E+09 1.57E+09 1.43E+09 1.30E+09 1.17E+09 1.06E+09 9.53E+08 8.46E+08 7.39E+08 6.27E+08 5.20E+08 4.29E+08 3.65E+08 2.73E+08 6.39E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.201  9.62E+10 8.24E+10 2.29E+12 5.75E+08 1.19E+09 1.78E+09 2.38E+09 2.94E+09 3.44E+09 3.81E+09 4.06E+09 4.21E+09 4.30E+09 4.37E+09 4.44E+09 4.46E+09 4.39E+09 4.22E+09 3.94E+09 3.61E+09 3.30E+09 3.01E+09 2.77E+09 2.54E+09 2.29E+09 2.04E+09 1.76E+09 1.48E+09 1.24E+09 1.07E+09 8.16E+08 1.97E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.232  2.41E+11 2.07E+11 5.93E+12 1.33E+09 2.76E+09 4.17E+09 5.56E+09 6.93E+09 8.15E+09 9.05E+09 9.66E+09 1.00E+10 1.03E+10 1.05E+10 1.08E+10 1.09E+10 1.09E+10 1.05E+10 9.88E+09 9.10E+09 8.37E+09 7.72E+09 7.22E+09 6.75E+09 6.22E+09 5.65E+09 4.95E+09 4.22E+09 3.59E+09 3.14E+09 2.44E+09 6.07E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.306  3.13E+12 2.11E+12 6.57E+13 1.08E+10 2.29E+10 3.47E+10 4.66E+10 5.89E+10 7.03E+10 7.85E+10 8.41E+10 8.76E+10 9.05E+10 9.37E+10 9.83E+10 1.02E+11 1.04E+11 1.03E+11 9.83E+10 9.16E+10 8.59E+10 8.15E+10 7.94E+10 7.78E+10 7.54E+10 7.19E+10 6.56E+10 5.78E+10 5.11E+10 4.62E+10 3.76E+10 1.01E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.377  3.37E+13 2.23E+13 7.61E+14 8.72E+10 1.90E+11 2.89E+11 3.91E+11 5.01E+11 6.06E+11 6.81E+11 7.33E+11 7.66E+11 7.98E+11 8.36E+11 8.99E+11 9.59E+11 1.00E+12 1.01E+12 9.77E+11 9.22E+11 8.82E+11 8.60E+11 8.74E+11 8.98E+11 9.14E+11 9.15E+11 8.69E+11 7.91E+11 7.26E+11 6.80E+11 5.80E+11 1.69E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.509  7.29E+15 2.88E+15 1.17E+17 5.72E+12 1.30E+13 2.00E+13 2.75E+13 3.62E+13 4.50E+13 5.12E+13 5.56E+13 5.86E+13 6.19E+13 6.67E+13 7.50E+13 8.43E+13 9.26E+13 9.69E+13 9.65E+13 9.34E+13 9.29E+13 9.57E+13 1.06E+14 1.20E+14 1.34E+14 1.48E+14 1.52E+14 1.48E+14 1.47E+14 1.47E+14 1.38E+14 4.71E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.742  3.16E+19 6.31E+18 1.48E+20 2.47E+16 6.13E+16 9.62E+16 1.36E+17 1.89E+17 2.49E+17 2.90E+17 3.21E+17 3.43E+17 3.73E+17 4.24E+17 5.23E+17 6.51E+17 7.89E+17 8.94E+17 9.43E+17 2.78E+14 2.77E+14 2.85E+14 3.15E+14 3.57E+14 4.01E+14 4.43E+14 4.55E+14 4.43E+14 4.39E+14 4.40E+14 4.13E+14 1.41E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.948  1.26E+20 1.26E+19 2.96E+20 4.93E+16 1.23E+17 1.92E+17 2.71E+17 3.78E+17 4.97E+17 5.80E+17 6.41E+17 6.86E+17 7.47E+17 8.48E+17 1.05E+18 1.30E+18 1.58E+18 1.79E+18 1.88E+18 8.30E+14 8.26E+14 8.51E+14 9.41E+14 1.06E+15 1.20E+15 1.32E+15 1.36E+15 1.32E+15 1.31E+15 1.32E+15 1.24E+15 4.22E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.133  3.16E+20 2.53E+19 5.93E+20 9.86E+16 2.45E+17 3.85E+17 5.43E+17 7.56E+17 9.95E+17 1.16E+18 1.28E+18 1.37E+18 1.49E+18 1.70E+18 2.09E+18 2.60E+18 3.15E+18 3.58E+18 3.77E+18 2.47E+15 2.46E+15 2.54E+15 2.81E+15 3.18E+15 3.58E+15 3.95E+15 4.06E+15 3.96E+15 3.93E+15 3.94E+15 3.70E+15 1.26E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.304  6.95E+20 5.06E+19 1.19E+21 1.97E+17 4.90E+17 7.70E+17 1.09E+18 1.51E+18 1.99E+18 2.32E+18 2.56E+18 2.74E+18 2.99E+18 3.39E+18 4.19E+18 5.20E+18 6.31E+18 7.15E+18 7.54E+18 7.37E+15 7.34E+15 7.57E+15 8.38E+15 9.49E+15 1.07E+16 1.18E+16 1.21E+16 1.18E+16 1.17E+16 1.18E+16 1.11E+16 3.78E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.464  1.45E+21 1.01E+20 2.38E+21 3.94E+17 9.80E+17 1.54E+18 2.17E+18 3.02E+18 3.98E+18 4.64E+18 5.13E+18 5.49E+18 5.97E+18 6.78E+18 8.37E+18 1.04E+19 1.26E+19 1.43E+19 1.51E+19 2.20E+16 2.19E+16 2.26E+16 2.50E+16 2.83E+16 3.19E+16 3.53E+16 3.63E+16 3.54E+16 3.51E+16 3.52E+16 3.31E+16 1.13E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.613  2.98E+21 2.03E+20 4.79E+21 7.89E+17 1.96E+18 3.08E+18 4.34E+18 6.05E+18 7.95E+18 9.28E+18 1.03E+19 1.10E+19 1.19E+19 1.36E+19 1.67E+19 2.08E+19 2.52E+19 2.86E+19 3.02E+19 6.55E+16 6.52E+16 6.73E+16 7.45E+16 8.45E+16 9.52E+16 1.05E+17 1.08E+17 1.06E+17 1.05E+17 1.05E+17 9.90E+16 3.38E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.754  6.03E+21 4.08E+20 9.65E+21 1.58E+18 3.92E+18 6.15E+18 8.68E+18 1.21E+19 1.59E+19 1.86E+19 2.05E+19 2.19E+19 2.39E+19 2.71E+19 3.35E+19 4.16E+19 5.05E+19 5.72E+19 6.03E+19 1.95E+17 1.94E+17 2.01E+17 2.22E+17 2.52E+17 2.84E+17 3.15E+17 3.24E+17 3.16E+17 3.14E+17 3.15E+17 2.96E+17 1.01E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.889  1.22E+22 8.19E+20 1.95E+22 3.15E+18 7.84E+18 1.23E+19 1.74E+19 2.42E+19 3.18E+19 3.71E+19 4.10E+19 4.39E+19 4.78E+19 5.42E+19 6.70E+19 8.32E+19 1.01E+20 1.14E+20 1.21E+20 5.81E+17 5.79E+17 5.98E+17 6.64E+17 7.53E+17 8.49E+17 9.40E+17 9.69E+17 9.45E+17 9.39E+17 9.43E+17 8.86E+17 3.03E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.017  2.45E+22 1.65E+21 3.96E+22 6.31E+18 1.57E+19 2.46E+19 3.47E+19 4.84E+19 6.36E+19 7.42E+19 8.20E+19 8.77E+19 9.55E+19 1.08E+20 1.34E+20 1.66E+20 2.02E+20 2.29E+20 2.41E+20 1.73E+18 1.73E+18 1.78E+18 1.98E+18 2.25E+18 2.54E+18 2.81E+18 2.90E+18 2.82E+18 2.81E+18 2.82E+18 2.65E+18 9.07E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.140  4.95E+22 3.34E+21 8.10E+22 1.26E+19 3.13E+19 4.92E+19 6.94E+19 9.67E+19 1.27E+20 1.48E+20 1.64E+20 1.75E+20 1.91E+20 2.17E+20 2.68E+20 3.33E+20 4.04E+20 4.57E+20 4.82E+20 5.16E+18 5.15E+18 5.32E+18 5.91E+18 6.71E+18 7.57E+18 8.39E+18 8.65E+18 8.44E+18 8.40E+18 8.43E+18 7.93E+18 2.71E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.259  1.00E+23 6.79E+21 1.68E+23 2.52E+19 6.27E+19 9.84E+19 1.39E+20 1.93E+20 2.54E+20 2.97E+20 3.28E+20 3.51E+20 3.82E+20 4.34E+20 5.36E+20 6.66E+20 8.07E+20 9.15E+20 9.65E+20 1.54E+19 1.54E+19 1.59E+19 1.76E+19 2.00E+19 2.26E+19 2.51E+19 2.59E+19 2.52E+19 2.51E+19 2.52E+19 2.37E+19 8.12E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.373  2.04E+23 1.39E+22 3.52E+23 5.04E+19 1.25E+20 1.97E+20 2.78E+20 3.87E+20 5.09E+20 5.94E+20 6.56E+20 7.02E+20 7.64E+20 8.68E+20 1.07E+21 1.33E+21 1.61E+21 1.83E+21 1.93E+21 4.59E+19 4.58E+19 4.73E+19 5.26E+19 5.98E+19 6.75E+19 7.49E+19 7.73E+19 7.54E+19 7.51E+19 7.54E+19 7.10E+19 2.43E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.484  4.17E+23 2.88E+22 7.52E+23 1.01E+20 2.51E+20 3.94E+20 5.55E+20 7.73E+20 1.02E+21 1.19E+21 1.31E+21 1.40E+21 1.53E+21 1.74E+21 2.14E+21 2.66E+21 3.23E+21 3.66E+21 3.86E+21 1.37E+20 1.36E+20 1.41E+20 1.57E+20 1.79E+20 2.02E+20 2.24E+20 2.31E+20 2.26E+20 2.24E+20 2.26E+20 2.12E+20 7.28E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.591  8.65E+23 6.06E+22 1.65E+24 2.02E+20 5.01E+20 7.87E+20 1.11E+21 1.55E+21 2.03E+21 2.37E+21 2.62E+21 2.81E+21 3.06E+21 3.47E+21 4.28E+21 5.32E+21 6.46E+21 7.32E+21 7.72E+21 4.07E+20 4.07E+20 4.21E+20 4.68E+20 5.33E+20 6.02E+20 6.69E+20 6.90E+20 6.74E+20 6.71E+20 6.75E+20 6.35E+20 2.18E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.695  1.82E+24 1.30E+23 3.74E+24 4.03E+20 1.00E+21 1.57E+21 2.22E+21 3.09E+21 4.07E+21 4.75E+21 5.25E+21 5.61E+21 6.11E+21 6.94E+21 8.57E+21 1.06E+22 1.29E+22 1.46E+22 1.54E+22 1.21E+21 1.21E+21 1.25E+21 1.40E+21 1.59E+21 1.80E+21 2.00E+21 2.06E+21 2.02E+21 2.01E+21 2.02E+21 1.90E+21 6.52E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.797  3.91E+24 2.87E+23 8.79E+24 8.07E+20 2.00E+21 3.15E+21 4.44E+21 6.19E+21 8.14E+21 9.49E+21 1.05E+22 1.12E+22 1.22E+22 1.39E+22 1.71E+22 2.13E+22 2.58E+22 2.93E+22 3.09E+22 3.62E+21 3.61E+21 3.74E+21 4.17E+21 4.75E+21 5.37E+21 5.97E+21 6.17E+21 6.02E+21 6.00E+21 6.03E+21 5.69E+21 1.95E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.895  8.61E+24 6.54E+23 2.15E+25 1.61E+21 4.01E+21 6.30E+21 8.88E+21 1.24E+22 1.63E+22 1.90E+22 2.10E+22 2.24E+22 2.44E+22 2.78E+22 3.43E+22 4.26E+22 5.16E+22 5.85E+22 6.17E+22 1.08E+22 1.08E+22 1.12E+22 1.24E+22 1.42E+22 1.60E+22 1.78E+22 1.84E+22 1.80E+22 1.79E+22 1.80E+22 1.70E+22 5.84E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 62 A=145: Negative-parity Spin-dependent Level Density [MeV-1] for SM145  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.138  1.00E+00 5.00E+00 3.00E+01 0.00E+00 1.67E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.195  2.00E+00 5.00E+00 2.00E+01 1.67E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.239  4.00E+00 5.00E+00 2.67E+01 1.67E+00 1.67E+00 0.00E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.275  4.00E+00 1.67E+00 1.67E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.308  5.00E+00 3.33E+00 3.00E+01 0.00E+00 0.00E+00 0.00E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.337  6.00E+00 3.57E+00 2.43E+01 0.00E+00 2.40E-01 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.364  8.00E+00 1.22E+01 8.04E+01 3.33E+00 1.91E+00 1.81E+00 3.33E+00 0.00E+00 1.62E-01 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.390  1.10E+01 1.40E+01 9.47E+01 5.00E+00 1.91E+00 1.81E+00 1.67E+00 9.39E-02 1.62E-01 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.413  1.70E+01 3.12E+01 2.38E+02 1.17E+01 3.50E+00 3.48E+00 1.94E+00 2.45E-01 4.13E-01 3.33E+00 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.435  2.70E+01 4.80E+01 4.03E+02 1.17E+01 6.84E+00 5.60E+00 3.97E+00 4.29E+00 6.48E-01 6.67E+00 5.00E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
